doi:10.7910/DVN/9FWNBM	affiliation_bias_puig_strezhnev_replication_code.R	Error in eval(expr, envir, enclos) : could not find function 'ggplot'
doi:10.7910/DVN/9FWNBM	david_effect_puig_strezhnev_replication_code.R	Error in eval(expr, envir, enclos) : could not find function 'ggplot'
doi:10.7910/DVN/L8YEDW	Figure 3.R	Error in read.dta('res_contrib_socdem.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/JXOB6N	unknown	time limit exceeded
doi:10.7910/DVN/TC1F9R	unknown	time limit exceeded
doi:10.7910/DVN/BPGCF0	Figure_1.R	Error in eval(expr, envir, enclos) : could not find function 'shell.exec'
doi:10.7910/DVN/BPGCF0	Figure_2.R	Error in eval(expr, envir, enclos) : could not find function 'shell.exec'
doi:10.7910/DVN/BPGCF0	Figure_3.R	Error in eval(expr, envir, enclos) : could not find function 'shell.exec'
doi:10.7910/DVN/22O4DB	script.R	Error : could not find function 'granger.test'
doi:10.7910/DVN/ER4KD1	unknown	time limit exceeded
doi:10.7910/DVN/GXXKU0	ANCOM_code_2019-1.R	Error in eval(expr, envir, enclos) :   could not find function 'shiny_ancom'
doi:10.7910/DVN/GXXKU0	HP_analyses_2019-3.R	Error in eval(expr, envir, enclos) : could not find function 'rrarefy'
doi:10.7910/DVN/OFQUAN	Pooled.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/OFQUAN	S01-Regression&Tables.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/OFQUAN	S02-Brazil.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/OFQUAN	S02-Turkey.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/OFQUAN	S03-Brazil.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/FB3O9W	gandhi-sumner-replication-code-1.R	Error in eval(expr, envir, enclos) : could not find function 'jags'
doi:10.7910/DVN/FB3O9W	using-estimates-code.R	success
doi:10.7910/DVN/8E1IIM	plot_function.R	success
doi:10.7910/DVN/PPVW17	analysis.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/PPVW17	clean_dataset.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/T7PXKJ	talkFightReplicationFinal.R	Error in continuous_scale(aesthetics, 'date', identity, breaks = breaks,  :   unused arguments (date_breaks = '6 months', date_labels = '%b %Y')
doi:10.7910/DVN/3EONKV	01_clean&stack.R	Error in eval(expr, envir, enclos) : could not find function 'read_xlsx'
doi:10.7910/DVN/O5LNTG	BuntainePrather_JEPS_Replication.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/YRAJHO	ANES2012recode-1.R	Error in read.dta('/Users/chrisweber/Dropbox/Project Folder/projects/Stanley_Authoritarianism/data/internet recontact/anes_panel_2013_inetrecontact.dta',  :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/YRAJHO	Analysis_Cross Section_FINAL.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/YRAJHO	Data Recode and Merge_FINAL.R	Error in read.dta('/users/chrisweber/Dropbox/Working Projects/Nick Davis_Polarization Emotion/data/2008 Data/anes_timeseries_2008_stata12.dta',  :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/YRAJHO	Panel AnalysisFINAL.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/XUVHCH	IIanalysis.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/XUVHCH	comp.statII.R	Error in summary(sp.weib.v$mle) : object 'sp.weib.v' not found
doi:10.7910/DVN/XUVHCH	estimation_functions_new.R	success
doi:10.7910/DVN/XUVHCH	postestimationII.R	Error in data.frame(n.weib$y, n.weib$yhat, sp.weib.v$yhat) :   object 'n.weib' not found
doi:10.7910/DVN/ADRRNX	Social Media_Dataverse.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/ELSUD0	unknown	download error
doi:10.7910/DVN/QPVRNG	ijpp-polls.R	Error in eval(expr, envir, enclos) : could not find function 'ggplot'
doi:10.7910/DVN/MUFCFA	replication_and_extension_analyses.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/9OP7YH	Table_A.15.R	Error in eval(expr, envir, enclos) : could not find function 'wfe'
doi:10.7910/DVN/5J4YZZ	Household Smoke-Exposure Risks_Mazbahul Ahamad.R	success
doi:10.7910/DVN/IGLWYD	Table 2.R	Error in read.dta('foreign_incumb_v_share76051.dta') :   not a Stata version 5-12 .dta file
doi:10.7910/DVN/FAAMAX	Figures_Bechtel_Liesch_Scheve.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/M7FYU8	Figure1-countryCuGraphsAUSJPN.R	success
doi:10.7910/DVN/M7FYU8	Figure2-AverageVsCu.R	success
doi:10.7910/DVN/M7FYU8	Figure4-GermanyCaseStudyGraphs.R	Error : 'number_format' is not an exported object from 'namespace:scales'
doi:10.7910/DVN/NDJFNZ	3_graphs.R	Error : id variables not found in data: Month
doi:10.7910/DVN/BSYAK5	Lasso_MI_code.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/BSYAK5	unknown	time limit exceeded
doi:10.7910/DVN/MGAVHG	calculate_likelihood.R	Error in rbind(deparse.level, ...) :   numbers of columns of arguments do not match
doi:10.7910/DVN/2IT7IF	experimental data replication code.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/2IT7IF	observational data replication code.R	Error in eval(expr, envir, enclos) : could not find function 'lrm'
doi:10.7910/DVN/4NVGLS	rivscript8.R	Error in eval(expr, envir, enclos) : could not find function 'riv'
doi:10.7910/DVN/5MUUMN	replication.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/YTWNA2	BM_StandardErrors.R	success
doi:10.7910/DVN/YTWNA2	replication_epsoc.R	Error in loadNamespace(name) : there is no package called 'pacman'
doi:10.7910/DVN/NWHYIQ	unknown	time limit exceeded
doi:10.7910/DVN/GBNGDF	figure 1.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/PZKBUX	Empirics.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/PZKBUX	Functions.R	success
doi:10.7910/DVN/PZKBUX	SimStudy1.R	Error in eval(expr, envir, enclos) :   could not find function 'makeCluster'
doi:10.7910/DVN/PZKBUX	SimStudy2.R	Error in makeMPIcluster(spec, ...) :   the `Rmpi' package is needed for MPI clusters.
doi:10.7910/DVN/PZKBUX	SimStudy3A.R	Error in makeMPIcluster(spec, ...) :   the `Rmpi' package is needed for MPI clusters.
doi:10.7910/DVN/PZKBUX	SimStudy3B.R	Error in makeMPIcluster(spec, ...) :   the `Rmpi' package is needed for MPI clusters.
doi:10.7910/DVN/PZKBUX	SimStudyGraphs.R	Error in theme(axis.text.x = element_text(family = base_family, colour = 'grey15',  :   could not find function 'unit'
doi:10.7910/DVN/9IK577	Hmc.R	Error in eval(expr, envir, enclos) : object 'maxpast' not found
doi:10.7910/DVN/9IK577	HmcRun_CorrNormal.R	Error in match.fun(FUN) : reached elapsed time limit
doi:10.7910/DVN/9IK577	HmcRun_Lasso.R	Error in t((Llambda * Ltau) * signbeta - Ltau^2 * t(LassoX) %*% (LassoY -  :   reached elapsed time limit
doi:10.7910/DVN/9IK577	HmcRun_LassoPreliminary.R	success
doi:10.7910/DVN/9IK577	HmcRun_NormalMixture.R	Error in qsto[ipoint, ] = q : reached elapsed time limit
doi:10.7910/DVN/9IK577	HmcRun_Preliminary.R	success
doi:10.7910/DVN/9IK577	HmcRun_StandardNormal.R	Error in psto[ipoint, ] = pExPlus : reached elapsed time limit
doi:10.7910/DVN/9IK577	unknown	time limit exceeded
doi:10.7910/DVN/GBZZXL	Black_Market_List_Experiment.R	Error in table(list4) : object 'list4' not found
doi:10.7910/DVN/GBZZXL	Black_Market_TimeSeries.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/RT5HRL	Cluster_SE.R	success
doi:10.7910/DVN/RT5HRL	Prediction.R	success
doi:10.7910/DVN/RT5HRL	slipslope_replication_script-160426.R	Error in t(rmvnorm(1, coef, vcv, method = 'eigen')) :   could not find function 'rmvnorm'
doi:10.7910/DVN/2HCGWN	02_graphTimeInconsistency.R	Error in read.dta('Recoded-CCESTurnoutData.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/2HCGWN	03_measureError.R	success
doi:10.7910/DVN/WKJJ3Z	unknown	download error
doi:10.7910/DVN/UO5WQ4	Sensitivity Analysis for FIGURE 1_v7.R	Error in RunPlotJM(vote04g_tr ~ phone_contact_tr + vote02g_tr + vote00g_tr +  :   could not find function 'treatSens'
doi:10.7910/DVN/UO5WQ4	Sensitivity Analysis for FIGURE 2_v7.R	Error in RunPlotJM(total_water_p1_1000 ~ reserved_scst_2007_tr + expenditure_tr +  :   could not find function 'treatSens'
doi:10.7910/DVN/2JCJLX	unknown	time limit exceeded
doi:10.7910/DVN/SJI4IA	1.ValueParticipation.R	Error in withCallingHandlers(expr, warning = function(w) invokeRestart('muffleWarning')) :   could not find function 'svydesign'
doi:10.7910/DVN/SJI4IA	2.SocialIncentivesSurvey.R	Error : could not find function 'wtd.table'
doi:10.7910/DVN/6SRI9K	2-experiment-analysis.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/6SRI9K	3-newschoice-analysis.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/6SRI9K	4-demographic-tables.R	Error : bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/FLXHAZ	trade_deforestation_appendix.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/FLXHAZ	trade_deforestation_replication.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/H9X2AB	01_stan_model.R	Error in data.table::fread('data/yg_pamrp_surveydata.txt', data.table = FALSE) :   File is empty: /dev/shm/fileac1b08faf
doi:10.7910/DVN/H9X2AB	unknown	time limit exceeded
doi:10.7910/DVN/A785G7	analyzing_2016.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	bigKRLS_vs_KRLS_speed.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	building_2016_data_frame.R	success
doi:10.7910/DVN/A785G7	building_and_analyzing_2016_merged_file.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	create_data_small.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/A785G7	cv_election2016_D1.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	eigenbenchmark.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	evaluate_kcrossvalidation.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/A785G7	journal_articles.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	kcrossvalidate_2016.R	Error in loadNamespace(name) : there is no package called 'pacman'
doi:10.7910/DVN/A785G7	kcv_election2016_D2.R	Error in eval(expr, envir, enclos) : could not find function 'p_load'
doi:10.7910/DVN/A785G7	sims_popsd_coverage.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/A785G7	sims_subsampling.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/A785G7	visualizations.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/LH7RM3	cces_poll_script.R	Error in loadNamespace(name) : there is no package called 'psych'
doi:10.7910/DVN/NN0TSC	01_03_m5s_blog_anonymise.R	Error in dbConnect(RSQLite::SQLite(), dbname = database) :   error in evaluating the argument 'drv' in selecting a method for function 'dbConnect': Error in loadNamespace(name) : there is no package called 'RSQLite'Calls: :: ... tryCatch -> tryCatchList -> tryCatchOne -> <Anonymous>
doi:10.7910/DVN/NN0TSC	01_14_m5s_forum_anonymise.R	Error in dbConnect(RSQLite::SQLite(), dbname = database) :   error in evaluating the argument 'drv' in selecting a method for function 'dbConnect': Error in loadNamespace(name) : there is no package called 'RSQLite'Calls: :: ... tryCatch -> tryCatchList -> tryCatchOne -> <Anonymous>
doi:10.7910/DVN/NN0TSC	01_26_m5s_parliament_requestActDetails.R	Error in eval(expr, envir, enclos) : could not find function 'SPARQL'
doi:10.7910/DVN/NN0TSC	01_28_m5s_parliament_requestActTexts.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/NN0TSC	01_33_pp_forum_anonymise.R	Error in dbConnect(RSQLite::SQLite(), dbname = database) :   error in evaluating the argument 'drv' in selecting a method for function 'dbConnect': Error in loadNamespace(name) : there is no package called 'RSQLite'Calls: :: ... tryCatch -> tryCatchList -> tryCatchOne -> <Anonymous>
doi:10.7910/DVN/NN0TSC	02_01_m5s_blog_post_lda.R	Error in dbConnect(RSQLite::SQLite(), dbname = database) :   error in evaluating the argument 'drv' in selecting a method for function 'dbConnect': Error in loadNamespace(name) : there is no package called 'RSQLite'Calls: :: ... tryCatch -> tryCatchList -> tryCatchOne -> <Anonymous>
doi:10.7910/DVN/NN0TSC	02_02_m5s_fb_bg_post_analysis.R	Error in dbConnect(RSQLite::SQLite(), dbname = database) :   error in evaluating the argument 'drv' in selecting a method for function 'dbConnect': Error in loadNamespace(name) : there is no package called 'RSQLite'Calls: :: ... tryCatch -> tryCatchList -> tryCatchOne -> <Anonymous>
doi:10.7910/DVN/NN0TSC	02_03_m5s_meetup_vote_analysis.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/6LTHVZ	Figure1replication.R	Error in read.dta(file = 'm100n3-10.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/6LTHVZ	replication_mergers.R	Error in eval(expr, envir, enclos) : could not find function 'texreg'
doi:10.7910/DVN/W8TQHB	Rcode_Replication.R	Error in read.dta('use_rep.dta') : not a Stata version 5-12 .dta file
doi:10.7910/DVN/W8TQHB	Rcode_Replication_Appendix.R	Error in read.dta('use_rep.dta') : not a Stata version 5-12 .dta file
doi:10.7910/DVN/OZ7YZ1	Figure 2.R	success
doi:10.7910/DVN/OZ7YZ1	Figure 5.R	success
doi:10.7910/DVN/OZ7YZ1	Figure 6 - CR.R	Error in eval(expr, envir, enclos) : could not find function 'transMat'
doi:10.7910/DVN/OZ7YZ1	Figure 6 - mstate.R	success
doi:10.7910/DVN/OZ7YZ1	Figure 8.R	success
doi:10.7910/DVN/OZ7YZ1	Figure 9.R	success
doi:10.7910/DVN/OZ7YZ1	MSM_Sim.R	Error : could not find function 'simmulti.msm'
doi:10.7910/DVN/OZ7YZ1	Svolik - trans probs (sims).R	Error in eval(expr, envir, enclos) : could not find function 'transMat'
doi:10.7910/DVN/OZ7YZ1	Table 1.R	success
doi:10.7910/DVN/OZ7YZ1	Table 6.R	success
doi:10.7910/DVN/OZ7YZ1	Table 7.R	success
doi:10.7910/DVN/OZ7YZ1	Table 8.R	Error in eval(expr, envir, enclos) : could not find function 'transMat'
doi:10.7910/DVN/OZ7YZ1	Tables 2 + 5.R	Error in eval(expr, envir, enclos) : could not find function 'transMat'
doi:10.7910/DVN/OZ7YZ1	alt_mssample.R	success
doi:10.7910/DVN/OZ7YZ1	alt_mssample_ms.R	success
doi:10.7910/DVN/ZIWLCJ	RcodeFigures-replication.R	Error in read.dta('ANALYSES/AB/GGR_FinalData.dta', convert.factors = F) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/VSVBTP	analysis.R	Error in eval(expr, envir, enclos) :   could not find function 'rstan_options'
doi:10.7910/DVN/VSVBTP	functions.R	success
doi:10.7910/DVN/37ZBCF	CalcTable4.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/37ZBCF	CalcTable5.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/37ZBCF	Table1-2.R	Error in FUN(X[[i]], ...) : could not find function 'detectCores'
doi:10.7910/DVN/HGW60I	replication of R figures.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/ZLFP3A	prw.R	Error in dev.off() : cannot shut down device 1 (the null device)
doi:10.7910/DVN/YNFU8M	unknown	time limit exceeded
doi:10.7910/DVN/0VIYXT	replication.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/NOWHWG	unknown	time limit exceeded
doi:10.7910/DVN/HUEPQJ	contrast_significance.R	Error in eval(expr, envir, enclos) : could not find function 'checkpoint'
doi:10.7910/DVN/HUEPQJ	figures_appendix_a.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at checkpoint_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	figures_appendix_c.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HUEPQJ	figures_appendix_d.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at own_cp_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	figures_appendix_e.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at checkpoint_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	figures_in_paper.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at checpoint_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	map_sh_protest.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at cp_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	models_appendix_c.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HUEPQJ	models_appendix_d_e.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HUEPQJ	models_in_paper.R	success
doi:10.7910/DVN/HUEPQJ	tables_appendix_a.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at cp_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	tables_appendix_c.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/HUEPQJ	tables_appendix_d.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at checkpoint_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	tables_appendix_e.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at checkpoint_location/.checkpoint
doi:10.7910/DVN/HUEPQJ	tables_in_paper_appendix_b.R	Error in authorizeFileSystemUse(checkpointLocation) :   The .checkpoint folder does not exist. Please try again after creating the folder at cp_location/.checkpoint
doi:10.7910/DVN/MV8SWC	space_law_app2.R	Error in loadNamespace(name) : there is no package called 'devtools'
doi:10.7910/DVN/MV8SWC	unknown	time limit exceeded
doi:10.7910/DVN/DI5O9H	CCHW_ReplicationArchive.R	Error in eval(expr, envir, enclos) :   could not find function 'graph.data.frame'
doi:10.7910/DVN/DI5O9H	CCHW_RunFile.R	Error in eval(expr, envir, enclos) :   could not find function 'graph.data.frame'
doi:10.7910/DVN/DI5O9H	GraduationDataPrep.R	Error in eval(expr, envir, enclos) :   could not find function 'graph.data.frame'
doi:10.7910/DVN/DI5O9H	describe.R	success
doi:10.7910/DVN/DI5O9H	multiplot.R	success
doi:10.7910/DVN/0BPVCH	unknown	time limit exceeded
doi:10.7910/DVN/IUB62M	JoP_Targeted.R	Error in read.dta('anes.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/IUB62M	appendix_alt_specs.R	Error in read.dta('anes.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/IUB62M	appendix_disc_ncps.R	Error in read.dta('anes.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/IUB62M	appendix_index_items.R	Error in read.dta('anes.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/IUB62M	descriptives.R	Error in read.dta('anes.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/ART3M9	mi_replication.R	Error in set.seed(1234 * runNum) : supplied seed is not a valid integer
doi:10.7910/DVN/ART3M9	paper_replication.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/NKGCNA	collective-dyadic.R	Error in dev.off() : cannot shut down device 1 (the null device)
doi:10.7910/DVN/FPYKTP	000-install.r	success
doi:10.7910/DVN/FPYKTP	100-nmc.r	Error in eval(expr, envir, enclos) : could not find function 'amelia'
doi:10.7910/DVN/FPYKTP	101-mid.r	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FPYKTP	unknown	time limit exceeded
doi:10.7910/DVN/2ZRRX2	AEA_table.R	Error in file(filename, 'r', encoding = encoding) :   cannot open the connection
doi:10.7910/DVN/RXDTTS	Caddel_ITC_Code.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/C2QO6J	kimpelc_psrm_appendix_figure.R	Error in eval(expr, envir, enclos) :   could not find function 'readShapePoly'
doi:10.7910/DVN/C2QO6J	kimpelc_psrm_figure.R	Error in eval(expr, envir, enclos) :   could not find function 'readShapePoly'
doi:10.7910/DVN/VEPHLS	5. Lupu_Peisakhin_Crimea_figures.R	Error in read.dta(file = 'Figure1.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/P5TAFD	Dofile-analyses.R	Error in is.data.frame(data) : object 'responses' not found
doi:10.7910/DVN/P5TAFD	Dofile-dataset-construction-2.R	Error in read.dta('UCDPGED.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/P5TAFD	Dofile-figures.R	Error in coef(fit1) : object 'fit1' not found
doi:10.7910/DVN/SYSQDB	unknown	time limit exceeded
doi:10.7910/DVN/SBHNSW	unknown	time limit exceeded
doi:10.7910/DVN/HIIMRK	R_CODE_POSTCOM_INVALIDS.R	Error in hist(PAR_INVALID$Invalidvotes, main = 'Histogram', xlab = 'Invalid votes %',  :   object 'PAR_INVALID' not found
doi:10.7910/DVN/XG6QQX	___analysis_crosssection.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/XG6QQX	___analysis_panel.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QGZY0B	0-masterson-lehmann-replication-dataset-construction.R	Error in read.dta('data/cadastral_treatment_indicator.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QGZY0B	1-masterson-lehmann-replication-code-analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QGZY0B	2-masterson-lehmann-replication-code-appendix-displays.R	Error in eval(expr, envir, enclos) : object 'mover' not found
doi:10.7910/DVN/AJ7Q9B	med.publicuse.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/O6VHZZ	unknown	time limit exceeded
doi:10.7910/DVN/GL2WN8	Thal APSR Replication Code.R	Error in eval(expr, envir, enclos) : could not find function 'principal'
doi:10.7910/DVN/HREANC	2_plotting.R	Error in eval(expr, envir, enclos) :   could not find function 'joinCountryData2Map'
doi:10.7910/DVN/SWV9GJ	Add Study 1 - analysis code.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/SWV9GJ	Add Study 2 - analysis code.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/LVNZE2	Code.R	Error in mode(expr) : reached elapsed time limit
doi:10.7910/DVN/HGIHGC	unknown	time limit exceeded
doi:10.7910/DVN/WNMLPA	01_MainAnalysis.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/2LY2WB	Weber2018_replication_code.R	Error in as.double(y) :   cannot coerce type 'S4' to vector of type 'double'
doi:10.7910/DVN/PT2IB9	Cebotari&Vink_IJCS2013script.R	Error in eval(expr, envir, enclos) : could not find function 'calibrate'
doi:10.7910/DVN/DE0OVP	experimental-replication.R	success
doi:10.7910/DVN/DE0OVP	figure-1-replication.R	success
doi:10.7910/DVN/DE0OVP	observational-replication.R	Error in eval(expr, envir, enclos) : could not find function 'lrm'
doi:10.7910/DVN/VGSSNX	repcode_ii_final.R	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/LA4RAC	BL - Replication Code - Negative Binomial + Figures.R	Error in eval(expr, envir, enclos) : could not find function 'read.dta13'
doi:10.7910/DVN/LA4RAC	BL - Replication Code - Survival Models + Figures.R	Error in eval(expr, envir, enclos) : could not find function 'rmvnorm'
doi:10.7910/DVN/3QNR8Q	fig1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/3QNR8Q	unknown	time limit exceeded
doi:10.7910/DVN/DZ1NFG	study2analysisGSCM.R	Error in eval(expr, envir, enclos) : could not find function 'read_dta'
doi:10.7910/DVN/3GBS1I	Final_Replication_Code_JDIS.r	Error in eval(expr, envir, enclos) : could not find function 'stargazer'
doi:10.7910/DVN/JGGUZE	JEPSreplication.R	Error in eval(expr, envir, enclos) :   could not find function 'genprobexact'
doi:10.7910/DVN/JGGUZE	ReplicationFunctions.R	success
doi:10.7910/DVN/CQXHTH	AJPS_replication_R_datashaping.R	Error in eval(expr, envir, enclos) :   could not find function 'arrangeGrob'
doi:10.7910/DVN/WDMSOL	MasterScript_GEC_Accepted.R	Error in stack.default(c(list.files(path, pattern = '^tmin..bil$', full.names = TRUE),  :   at least one vector element is required
doi:10.7910/DVN/QXCFO2	int-out-pscore-plots.R	Error in read.dta(paste('COLOMBIA_STEP9_PSCORE_IMP', i, '.dta', sep = '')) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	int-results-balance-tables.R	Error in read.dta('COLOMBIA_STEP9_PSCORE_IMP1.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	int-results-graph.R	Error in eval(expr, envir, enclos) : could not find function 'read.xls'
doi:10.7910/DVN/QXCFO2	int-results-performance-metrics.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QXCFO2	interv-pscore-revised-cluster-imp1-2.R	Error in read.dta('COLOMBIA_STEP9_Interventions_REDO.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	interv-pscore-revised-cluster-imp3-4.R	Error in read.dta('COLOMBIA_STEP9_Interventions_REDO.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	interv-pscore-revised-cluster-imp5-6.R	Error in read.dta('COLOMBIA_STEP9_Interventions_REDO.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	interv-pscore-revised-cluster-imp7-8.R	Error in read.dta('COLOMBIA_STEP9_Interventions_REDO.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	interv-pscore-revised-cluster-imp9-10.R	Error in read.dta('COLOMBIA_STEP9_Interventions_REDO.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/QXCFO2	sims-results.R	success
doi:10.7910/DVN/QXCFO2	sims1.R	Error : could not find function 'matchit'
doi:10.7910/DVN/QXCFO2	sims10.R	Error : could not find function 'matchit'
doi:10.7910/DVN/QXCFO2	sims5.R	Error : could not find function 'matchit'
